text,label,source
"Các bạn đọc thông cảm bme của tg ad đi gặm xương rồi, k mang nó theo nên nó xàm lồn, ngồi liếm cứt của bọn Bốc Bãi Cứt ra ăn đấy",hate,vihsd
Duy Khánh nhìn chán đời vl =)),safe,vihsd
Để tao tra tấn mày,violence,manual_augmentation
Hưng Ngô ò nghe kieu j í sep,safe,vihsd
Em iu Tùng iu luôn cả em Tùng,safe,vihsd
Ơ cái đêch. Thất đức qúa! Nhân qủa thôi,safe,vihsd
9 bệnh nhân được truyền máu :)))))) toang,safe,vihsd
Ưng vl =)),safe,vihsd
Phản dame cực gắt -)),safe,vihsd
A lại làm e xao xuyến rồi,safe,vihsd
sao hnay a k stream,safe,vihsd
Út Tuyền :))),safe,vihsd
Hoàng Thanh Trung,safe,vihsd
Này thì:,safe,vihsd
"Tự hỏi kb cuối giờ mai có dc hét vang câu khẩu hiệu quen thuộc ""ReFund đi ĐỨC"" nữa hay k. Nhưng vẫn ủng hộ các a. (Y)",safe,vihsd
Ngu vl... tầm nhìn bọn trẻ trâu việt plus chỉ được 1 năm thôi đéo được 100 năm đâu. phá đi phá cho tan cái đất nước này đi. dân ngu hậu quả 1 quan ngu hậu quả 10,hate,vihsd
Stream trận nx ik a độ,safe,vihsd
"Chào bạn! Mình biết bạn đấy, 2 năm trước mình cũng giống bạn.",safe,vihsd
Lên giường chịch nhau đi,nsfw,manual_augmentation
Ly Ly up lên liền 😉,safe,vihsd
Hằng Reus có Hằng đó chơi ai,safe,vihsd
Oh shit còn quảng cáo khô gà mixi,safe,vihsd
Minh Doan cái mô pk mới ăn nghe cha,safe,vihsd
Đốt xác mày cho biết tay,violence,manual_augmentation
"ổng nói đúng nhé, đa số là thực phẩm an toàn mà: Nhà hàng 5 sao, siêu thị, Lotte, KFC,... tại dân nghèo không thèm ăn thôi :v ai kiu họ nghèo làm gì :v",safe,vihsd
Hạ Lam hãy ủng hộ Cây Ây Ti Em bằng cách like video của Cây Ây Ti Em thay vì dislike video của Jack,safe,vihsd
Nghe có vẻ vô lí nhưng thuyết phục,safe,vihsd
"K đc public đ/c các ông ơi,có duyên sẽ gặp thôi",safe,vihsd
"Một baì viết phân tich́ và đánh giá có cơ sở rõ rang .Đanh theṕ cho lẽ phải ,sự thật .nhưng rõ rang hơn là Lưư manh coi thương mang ̣sống cuả đồng loại .ko đử tư cách và ko thể biện minh đc TỘI PHẠM NGUYÊN HÌNH VÀ CÓ TỔ CHỨC .XIN CẢM ƠN TG.",toxic,vihsd
Mạnh Hoài ngoài chú ra ko ai hiểu tui 😤😤,safe,vihsd
Sếp người ta 😞,safe,vihsd
"Tui cho ad bốn cái ảnh chụp màn hình đấy. Ko phải suy nghĩ nhiều, đã có tít bài cho là Phản động rồi đấy.",safe,vihsd
Đẹp trai thật sự,safe,vihsd
"Đây là video đầu tiên em xem của a Độ mixi đầy sự ngọt ngào và yêu thương , k có câu nào tục :((( em cảm ơn anh ! From Mixi With love",safe,vihsd
Cháu chào chú Dần từ AUS. Chú giữ gìn sức khoẻ,safe,vihsd
Nhìn nghiêng giống chi cam ly ghê a,safe,vihsd
Kim Hàng kèo thơm m kkk,safe,vihsd
Cô minh Hiếu nói chx có duyên quá,safe,vihsd
Trần Hưng Quân ra hn chạy grap đê,safe,vihsd
uh,safe,vihsd
Mắc bệnh hoang tưởng. Chắc nó tưởng nó là bố thiên hạ. Nhãi ranh,hate,vihsd
Thua lào vs campuchia rùi.phát triển thụt lùi cmne,toxic,vihsd
Chém mày chết ngay bây giờ,violence,manual_augmentation
Lo ăn lo cướp tối đa thì lãnh đạo gì,hate,vihsd
Dừng chân đứng lại trời non nước,safe,vihsd
"Đất và nước vẫn bình yên nhé, chỉ có người dân là gạt tay vs giơ chân hơi cao thôi",safe,vihsd
nguoi ta co tien lam rang gia.cgu.bon minh tien dau.lam.bactram trieu do bo,safe,vihsd
Thiết nghĩ nên tháo bài này xuống đi ad ah . Có những lúc chửi cần phải có tư duy 1 chút nhé .,safe,vihsd
Lần sau phỏng vấn iu cầu phố bô sa tivi để ly nước kế bên . Cho nhà tiên tri uống để nói chuyện dk trôi chảy,safe,vihsd
cho mình xin giá em này ạ,safe,vihsd
Ngụ ý của anh bảy vịt quay là???cả đất nước Việt Nam chỗ nào cũng có bọn tàu cộng nó nắm đầu hết.,hate,vihsd
😂 xàm quá ik ak,safe,vihsd
"nhưng ý đang nói nó chết thì vẫn phải đóng tiền mà mang xác về, chứ ai đi chở xác không công cho nó. Y như cái vụ này thôi",safe,vihsd
"Day khong phai la con nguoi nua ,,, tinh tinh tinh ,,",toxic,vihsd
Thăm mỹ tên vì vậy chị,safe,vihsd
T nghĩ đây là djchip :)),safe,vihsd
Huyền Khánh Phùng hợp lí,safe,vihsd
Dlv đâu lặn luôn rồi 😁,safe,vihsd
Ai bảo con trai ko mang lại đc hạnh phúc cho nhau,safe,vihsd
Mất mẹ fan cứng mặc dù vẫn tương tác đen vl,toxic,vihsd
Động cơ là con xe mấy tỷ. Hỏi cái mồm dọc.,toxic,vihsd
Cánh hoa gì lạ l.o.n zị nè Nguyễn Mỹ Diễm,hate,vihsd
Mùa dịch a luân rảnh . làm hài hay thật,safe,vihsd
"bao phòng chưa anh, chứ em thấy giá đó hơi chua",safe,vihsd
Huyen Huyen ừ. Xét nghiệm lần 1 âm tính rồi. 😂,safe,vihsd
Đặng Thị Sậu thì 1 bộ phận bảo vệ bạn Cây đấy 🤣🤣🤣,safe,vihsd
Dkm chửi hết bọn chó vàng made in vietnam,hate,vihsd
cô chửi hộ cháu với thằng Định,safe,vihsd
M bị bắt là đáng r thằng ad hãm lz.,hate,vihsd
"Khổ, làm ăn bố láo bị tẩy chay thì có mấy thành phần bợ đít chạy theo: ""người Việt dùng hàng Việt là yêu nước"", ""DN Việt đóng ngàn tỷ tiền thuế bị dập"".",toxic,vihsd
Chịch em mạnh nhé anh,nsfw,manual_augmentation
"Chị ơi , chị đẹp lắm nhưng e nhìn trực diện thấy mũi hơi lệch về phía trái một xíu rồi.",safe,vihsd
Chị đẹp mà nói tiêu lam nghe cũng hay nữa chị ơi em thích chị quá,safe,vihsd
"Được biết, phần lớn những loại nước hoa rẻ tiền này đều là nước hoa giả. Trao đổi với VOV về vấn đề này, Bác sĩ Đỗ Văn Khoát, khoa Da liễu, Viện 108 cho biết: “Những người có làn da nhạy cảm hay mắc các bệnh về đường hô hấp như hen, viêm xoang... phải thật thận trọng khi sử dụng mỹ phẩm hay nước hoa có nguồn gốc không rõ ràng. Nếu xảy ra dị ứng hay có triệu chứng khác thường thì phải đến bệnh viện khám và chữa trị kịp thời”. Người dị ứng nước hoa thường có các biểu hiện như thấy ngứa, cảm giác khó chịu xảy ra ngay tức thì hoặc sau vài giờ hay muộn hơn. Khi phản ứng dị ứng nặng có thể phù nề, nổi mụn nước, bọng nước.",safe,vihsd
Tự cắt nha mấy đứa,safe,vihsd
Lời hứa mấy ông này như trò hề. Còn nhớ cái ngày ông Dũng lên làm thủ tướng ông ấy hứa nếu k xóa đc nạn tham nhũng thì sẽ từ chức. Và thực tế thì nạn tham nhũng tăng lên. Còn ông có từ chức mẹ gì đâu,hate,vihsd
Vụ gì ế. Hóng,safe,vihsd
Nguyễn Viết Thịnh,safe,vihsd
Nguyễn Văn Hiếu,safe,vihsd
Cám ơn dân chủ mỹ tại Syria,safe,vihsd
D' Đức d hiểu nhìn cái hình là cừ ỉa,safe,vihsd
Yêu cô Minh Hiếu!!!,safe,vihsd
Phạm Anh Thư Ha Nhat Tiên Nguyễn nè bây,safe,vihsd
Huyền Vedan e ck hà tăng noè,safe,vihsd
mat day,toxic,vihsd
Ad là con Thắm nhé,safe,vihsd
Cái thời gian tối nhăn tin vui vẻ hỏi thăm đó t thà đi xem livestream còn hơn :v,safe,vihsd
SUB & SHARE: https://tinyurl.com/y5zmfmro,safe,vihsd
đông phương ba bại:)),safe,vihsd
Sao tao phải trả tiền mạng để đọc mấy cái tin tức lol này vậy.quang hải là thằng nào mà quan tâm vcc vậy.nó đi ỉa giờ nào chắc cũng đăng báo,hate,vihsd
Đó là sự thật mà chẳng ai nói lên không biết bao giờ chế độ độc tài này mới sập em mong từng ngày,hate,vihsd
Tôi muốn tự tử quá,suicide,manual_augmentation
"Tu Tuan yêu ba lắm, ba mỹ <3",safe,vihsd
"Đu me giau con tham lam bi găt la đung rôi , đu me mây luc đâu nghe lơi no chưi hêt ngưoi nay đên ngưoi kia, ham tiên bi lưa gat rôi chưi con ba vang ngoc",hate,vihsd
Đào Nhật Thành chào cô chưa?,safe,vihsd
"1 LÀ NGƯỜI TA KHÔNG ĐẸP BẰNG MÌNH, 2 LÀ NGƯỜI TA XẤU HƠN MÌNH 🤣",safe,vihsd
Thái Dương,safe,vihsd
Tết nay,safe,vihsd
Nhớ đem mật vụ tối cao SUSAN0175 ra nhé thầy,safe,vihsd
Hải Triều cay thật,safe,vihsd
Tối nay em sẽ đi học chớ ko đi chơi nha ABe,safe,vihsd
Vô nhân đạo. Hy vọng những sự việc như vậy sẽ không bị các tổ chức nhân đạo quốc tế bỏ qua.,safe,vihsd
Đỉnh kout của sự rảnh ...😀,safe,vihsd
Dfs,safe,vihsd
Chi hieu dep qua da mat chi dep qua,safe,vihsd
Con Chim Non thể loại gì vậy???,safe,vihsd
chán cái địt cụ mày,hate,vihsd
Hóng Các thanh niên thấm nhuần Mác-Lê,safe,vihsd
hợp lí a ơi,safe,vihsd
Nhưng trong 5tr ng có phải ng nào cx thấy hay đâu,safe,vihsd
Thi Bich Phuong Tran Nguyễn Thoa =)),safe,vihsd
hơi non,safe,vihsd
Le Mynhut thứ 5 tuần sau đó chế,safe,vihsd
Dep trai moi co nhieu dua yeu,safe,vihsd
😄😄😄😄😄😄😄😄😄,safe,vihsd
"Sống như chó, nhà nhưng thích tuyên truyền.",hate,vihsd
Chắc chúng quan phụ mẫu thích lũ về lắm đây. Để có tiền thu về mỗi cơn lũ.hehe,safe,vihsd
Nguyễn Trọng Hiệp hình ảnh chân thật đấy,safe,vihsd
Vinh Phan :)))))))))))) chán,safe,vihsd
Thanh Nguyễn việc nhẹ mà lương cao nak 😂,safe,vihsd
Đổi sương sương ăn Tết,safe,vihsd
Luật là tao tao là luật ý kiến cặc gì lên phường,toxic,vihsd
Bán clip sex giá rẻ,nsfw,manual_augmentation
TT Trump nói như vậy là do tiên tri dần tham mưu phát hiện,safe,vihsd
Chị hiếu nói chuyện dể thương chị ở đâu vậy,safe,vihsd
cô duyên dễ sợ :)),safe,vihsd
Lol con điên,hate,vihsd
iphone 11 đồng hành cùng MixiGaming :)))),safe,vihsd
"Chống  mũi  bao, nhiêu vậy",safe,vihsd
Anh Trung sonic :)),safe,vihsd
Thắm ơi. Chị ( em ) cho xin ít ìno đc k:))) đi làm về mệt chửi nhau tí cho vui.thề là hâm mộ giọng văn của chị (em ) quá :)))) đtcđ,safe,vihsd
alo a độ ơi,safe,vihsd
Cái lỗn cát khôg 😂,toxic,vihsd
Cô t sang chảnh vl,safe,vihsd
Thời thế đảo điên,safe,vihsd
Sống chậm thôi các ae,safe,vihsd
Không biết mấy bạn gì hay vô hỏi ad nguồn ở đâu? Xác thực chưa vậy gì gì đâu mất tiêu r ta :)),safe,vihsd
Thân hình phụ huynh gương mặt học sinh,safe,vihsd
Nyc said:,safe,vihsd
Liệu quan hệ trước khi làm người yêu có heodat và balenciaga không?,safe,vihsd
Dễ thương quá,safe,vihsd
Ủa ủa học kênh nào vậy thầy ?,safe,vihsd
Đáng thương quá :(,safe,vihsd
:))) chiều về ngủ ngoài đường nha thầy,safe,vihsd
y tá đây?,safe,vihsd
thằng lồn này chỉ biết tham Mu chứ biết cc gì,hate,vihsd
"Nhỏ thì muốn lớn, lớn thì muốn nhỏ",safe,vihsd
Ai mà kêu con sam k có gì ăn thì chắc chưa ăn bao giờ =))),safe,vihsd
"Samsung vẫn đi làm bth nhé, mỗi ngày đi làm là 1 ngày vui 😜😜😜😜",safe,vihsd
Bo truong cho,hate,vihsd
Liêm sĩ gì tầm này,safe,vihsd
"🔥 Trần Dần nói về chuyện ""Yêu thầm"" ca sĩ Như Quỳnh và xem thường Đào Mi...",safe,vihsd
thực sự ra chẳng có phản động đâu chỉ co người DÂN nói sự thật thì bị chính quyền chụp mũ gọi là phản động,safe,vihsd
cái lồn má,toxic,vihsd
Ảnh gốc của aba đây nha,safe,vihsd
"Độ Mixi : 2 viên ốp rồi Bô ơi , yếu vãi lon rồi em ơi",safe,vihsd
Và nhìn mãi không thấy nốt ruồi huyền thoại ở đâu😁,safe,vihsd
Vu Thuy Bich Vy cai nết ia md ne =))),toxic,vihsd
"Vài hôm nüa, báo doi cüa deng lên nói nó là ng ""hiên' lành"" cho coi!!!!",safe,vihsd
Cực kỳ thuyết phục 😁,safe,vihsd
"Nai xừ, lm ra tiền cho miễn phí thì mốt nó sống phụ thuộc vào mình à, mốt th nhà giàu chết thì chắc nhà nghèo cũng chết luôn",safe,vihsd
"nhỏ nầy nói chuyện ngong cuồng ,mày có làm đc hôn",toxic,vihsd
Tôi Thích Chú P. Anh giúp đỡ cho nhiều người ngèo. Còn DMCS. Đéo làm được con cặc gì hết toàn là làm mầu thôi,hate,vihsd
Nhờn với Đông Lào à :>,safe,vihsd
Thanh Dung vãi cả tên Thắm !! mai t đổi tên fb là Đậu Thắm :)),safe,vihsd
Lệ Thủy khác gì sơn nhà đâu chứ :v,safe,vihsd
Sam Sam hậu hoàng đó!🤪,safe,vihsd
Trung thầy giá Thẻ Bài,safe,vihsd
Khá khó🙂,safe,vihsd
Bùi Thị Minh Thư thees fansixlong là gì b ey? 🤪,safe,vihsd
Lại khịa rồi anh ơi :)))),safe,vihsd
Trần Hoàng Long ph..?,safe,vihsd
Trần Nhật 🙂 ủa tao nhai lai của ai. M lạ lồn thế . Đmm lướt lại cmt xem tòan mấy thánh kêu sống chậm thôi sống nhanh quá ak hay m cx nằm trong số cmt đấy r m quay ra ns tao,hate,vihsd
TQ sắp thay mỹ cai quản tg roi,safe,vihsd
Cặc to vãi chưởng,nsfw,manual_augmentation
Khẩu hiệu tuyệt vời,safe,vihsd
Thế từ nhỏ là mình đã biết trend của 2020 rồi cơ à Nguyễn Thị Thuý Quyên,safe,vihsd
"Ủa đi ko đội mũ thì bị phạt đúng rồi, có chi sai mô ?",safe,vihsd
Fan cứng nha,safe,vihsd
"tuổi tre vn chỉ chờ cơ hội để loã thể , mất phẩm giá con người , tuổi trẻ vn bây giờ chỉ muốn làm thú , thờ ơ tất cả mọi thứ , nước mất nhà tan cho tụi bây tha hồ ở chuồng làm nô lệ cho tàu cộng , uổng công cha mẹ",hate,vihsd
Dung rồi. Gi trùng qua học.  Lâu roi mới gặp đc trần dân,safe,vihsd
"Đưa tin đa chiều mà bạn ,.",safe,vihsd
sao ko lấy tên là Linh Láo Lồn nhỉ ae ??,hate,vihsd
Nhà tiên tri nói sai tên tổng thống mỹ rồi ko phải là đônachung,safe,vihsd
Song trên doi người ta dam ăn  dám  noi con người thẳng thắn. Con hơn mấy con mượn  danh đạo  tạo danh đời đồ  giả  tạo nhìn  là  biết  chỉ  do 1so con ko thấy  đôg cức trên  đầu mình  .mấy  con di ma hay soi moi người  ta 2019 rồi  tập  lam con người  lại  di.,hate,vihsd
Đoàn Quang Vinh dm quảng cáo,safe,vihsd
Vương Bảnh m hóng hông,safe,vihsd
Top1 ca sĩ nhưng k biết hát :)),toxic,vihsd
Mấy đứa đạo lý toàn sông như bướm,hate,vihsd
Hoàng Yến học LS mới biết,safe,vihsd
Tôi dự đoán ngược lại ông Trần Dần tổng thống Mỹ Donald Trumq sẽ không đắc cử nhiệm kỳ 2,safe,vihsd
chạy qua Nhật,safe,vihsd
Tao sẽ bóp cổ mày đến chết,violence,manual_augmentation
Chế này xênh thế hả trời,safe,vihsd
Chàng trai vàng trong làng cơ hội😊,safe,vihsd
Theo các bạn h xử lý sao đây?,safe,vihsd
Mắc ói,toxic,vihsd
Lừa :)),safe,vihsd
Đặng Quang Vũ hay nè. Qua giờ mới thấy cái này thâm,safe,vihsd
Anh ơi em đăng kí với,safe,vihsd
Oke năm nay ở nhà xem =)))),safe,vihsd
ảo tưởng vãi lồnn,toxic,vihsd
Vô văn hoá,safe,vihsd
Nguyễn Đình Huy lên hn đi cc,safe,vihsd
Fan cứng rồi nek,safe,vihsd
"tụi hq này bắt trend trễ z,mấy chục năm trước ở VN đã có trend này r :)))",safe,vihsd
ai có link beat cho mình xin đc ko ?,safe,vihsd
Bùi Đức Hậu không sợ nó cười vào mặt mình nà chỉ sợ bạn bè của mình nhắc tới câu chuyện mình thích nó mãi,safe,vihsd
Ác quá,safe,vihsd
Nguyễn Hoàng Sơn vào mà xem này,safe,vihsd
Hay quá chị idol ơi 😍,safe,vihsd
Tao thích thì tao xây thôi =)),safe,vihsd
"Cầu mong chỉ dừng lại con số 38 đừng bao giờ lên 40,chỉ mong nhưng người con dân việt nam hiện đang bị ncov19 mong hết bịnh và nhưng người hiện đang xét nghiệm nghi ngờ đều bị âm tính ncov19 hết ,mong những điều tốt đẹp đếnh vơi con dân Việt Nam ❤️",safe,vihsd
Tuần sau c off fan cần thơ c có tặng fan 5 chỉ vàng hong ta :)),safe,vihsd
Vì là chị đóng nên em miễn cưỡng đi đấy nhé,safe,vihsd
Thượng nghị sĩ Vũ hoàng lân sao ko hỏi nhà tiên tri về nguồn gốc con virus...?,safe,vihsd
yêu chị minh hiếu quá lisa cai lậy :))),safe,vihsd
"Kệ mẹ lồi báo, bé này dễ thương.",hate,vihsd
Nghe 1 lần k vip nhưng nghe 3-4 lần lại khác :)))))),safe,vihsd
Nguyễn Thanh cái này dơ hơn,safe,vihsd
Min Trần Xuân Nhím mua đồ tết làm gì ? :)),safe,vihsd
4 năm rồi à,safe,vihsd
Buồn vl:))),safe,vihsd
Cái góc cạnh này là ai hao hao giống a3 đúng không?,safe,vihsd
Anh ơi mô hình iron man bao nhiêu xiền thế ạ ?,safe,vihsd
Nhanh tay lên mn,safe,vihsd
Tui mua rồi chai 400k mà sịt cái tầm 15p cái hết trơn. Hôg thơm j hết mua 1 lần rồi thôi,safe,vihsd
Cái thằng kiểm tra k hề nhận phong bì,safe,vihsd
Cô thanh niên xp độ mixi🤩,safe,vihsd
Võ Thành Toàn đùa vs anh là anh bắn đấy 😂😂😂,safe,vihsd
Noi Tum lai hai thang đều ngu,hate,vihsd
Ở 1 diễn biến khác Ngân 98 đã tránh dịch thành công,safe,vihsd
Sao con bop vú bà ngoại 😂😂😂😂,toxic,vihsd
Đúg thể loại t thích mà đ có ai đi cùng 😂,safe,vihsd
Mình còn đang mặc 2 cái áo Made in Cambodia. Chất cũng ổn,safe,vihsd
"Cô nói chuyện ngọt ngào dễ thương quá, nói chuyện nhỏ nhẹ không đanh đá",safe,vihsd
Nghe đã tai dễ sợ luôn á,safe,vihsd
Lê Hà Thư mẹ y hệt:)))),safe,vihsd
Sao mọi ng chê nhiều v em thì cày view từ qua tới h,safe,vihsd
Đây mới đúng là ván bài lật ngửa..... Ha ha ha ha....,safe,vihsd
Minh Hiếu nói chuyện thật thà lắm .,safe,vihsd
"Chi wa dep,wa sang trong",safe,vihsd
Ai làm gì nó mà kén,safe,vihsd
Khác gì bọn zom đâu,toxic,vihsd
"Trần Dần nói chưa hết câu mọi người ạ. Nguyên câu phải là “ dao chặt không đứt, không ăn tiền”.",safe,vihsd
Tùng said chụp nhanh lên mỏi tay lắm rồi,safe,vihsd
Thiên Thanh haha nghiệp đi nha nghiệp quật giơg,safe,vihsd
vừa mới nói xg,safe,vihsd
Ọe. Nghe các thánh nói .......thèm quá,safe,vihsd
yêu là cùng nhau lên phường chứ không phải cùng nhau lên giường anh em nhỉ,safe,vihsd
Nguyễn Huỳnh Anh Thư Phạm Kim Ngân ước gì công ty mình cũng vậy :))),safe,vihsd
T lạy m😂,safe,vihsd
đâu đây bác,safe,vihsd
Nó tập ở đảo nhà nó liên quan đéo j đến VN? Hay chúg mày nghĩ toàn bộ đảo ở quần đảo HS lẫn TS đều của VN?,safe,vihsd
Thách cả cụ nhà :)(,safe,vihsd
Gian hồ đài loan đầu sao mà kg lên tiến,safe,vihsd
Cặc to vãi chưởng,nsfw,manual_augmentation
Thật ra tôi ông ghét ông bác này vì ông ấy hài hước 🤪:)))),safe,vihsd
ok de cho ck thu,safe,vihsd
Học sinh xuất sắc :))),safe,vihsd
Mũn Ciu :)))),safe,vihsd
"Chỉ là Tết nay mọi thứ đã quá đầy đủ, chúng ta không thiếu thốn về vật chất, quên cái cảm giác chỉ có Tết mới đem lại sum vầy.",safe,vihsd
4 con báo nguy hiểm nhất hành tinh,safe,vihsd
"Chính sách của việt cộng là ngu dân để trị, tài giỏi thông minh thì bị việt cộng bỏ tù là đúng rồi.",hate,vihsd
má t cừi chết,safe,vihsd
Cứ theo nguyên tắc suy đoán vô tội thì từ nhân chứng đến vật chứng đều tào lao rành rành như vậy mà còn giam giữ gì nữa!,safe,vihsd
Tuận Đình Nguyễn vâng bác ạ đúng là con sâu bỏ dầu nồi canh,safe,vihsd
CHỊ BA VÀNG NGỌC có cây nọc giữa háng,hate,vihsd
Ở Bển thì có bệnh nhân 31 ở mình thì có bệnh nhân 17 :) chịu thật sự,safe,vihsd
Ngủi thấy mùi đi tù,safe,vihsd
"May mà 11 pro max của mình có kháng nước, chứ ko thì ngấm hết cả nước dãi rồi 🤣🤣",safe,vihsd
Du học sinh Úc :v,safe,vihsd
Zơ tay phát biểu ý kiến ạ,safe,vihsd
"Ăn cơm cũng bị nói, đi họp người cao tuổi cũng bị cà khịa :3",safe,vihsd
Bắt kịp trend chưa Mai Thùy,safe,vihsd
Cực kì thuyết phục 😊,safe,vihsd
khó ngủ quá 😴,safe,vihsd
Đó là lý do tsao lạ đít fai về nhà đi mới thoái mai :)))),safe,vihsd
Không muốn sống nữa,suicide,manual_augmentation
Còn đây là đỉnh cao trí tuệ VN,safe,vihsd
Mình đi qua thái k chỉ đấu giải mà còn chuyển giới nữa nhé hí,safe,vihsd
Giống nhau như 2 giọt nước,safe,vihsd
Quang Chivas thằng mồm lồn. Mặc váy vl.,hate,vihsd
Abe mua áo như này là chet con di me sela rồi =)),hate,vihsd
Cách phân biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,hate,vihsd
Linh Chó biệt danh linh cau,safe,vihsd
cái này là luật ngầm lâu nay rồi bán trên vỉa hè ko cho tụi nó ăn thì tụi nó phá.,safe,vihsd
Ôi cát mẹt của bả,toxic,vihsd
đi học mà xâm hình Thầy lol,hate,vihsd
"Đẹp va ngầu quá, z thầy",safe,vihsd
tôi là tôi đíu tin chuyện yêu xa các ông có giống tôi kh ?,safe,vihsd
"Xuân ở đất khách quê người, xuân vì phải chạy giặc, nhưng giặc ngoại lại thì tổ tiên kiên cường chống trả, ác thay giặc lại chính là dòng máu đồng bào :(",safe,vihsd
Phạm Quỳnh Anh hay quá,safe,vihsd
Bê đê dơ,hate,vihsd
Giết mày rồi phi tang,violence,manual_augmentation
Bên ngoài là phát triển doanh nghiệp sản xuất ô tô trong nước nhưng bản chất thật sự là ..... Cướp tiền 1 cách công khai để đút vào túi mình.,hate,vihsd
được anh ưi :)),safe,vihsd
Huyền Khánh Phùng yêu tùng sói như yêu cô Huyền vậy :v,safe,vihsd
Nắng nôi quá:(( ở đây em mưa suốt anh ơi,safe,vihsd
Vy Vy Nguyễnn ok,safe,vihsd
Trần Thị Hiệp có diễm phúc nhớ cũng mừng cho t 🤣,safe,vihsd
Mới được nghỉ Tết mà thấy sắp hết Tết rồi😶,safe,vihsd
"Chúc mừng anh Độ :) mong sang năm mới anh ""Hí anh em"" ít hơn :(",safe,vihsd
Thu Huyền cắm cơm cho anh ăn này,safe,vihsd
Minh Hoàng về bắn ao làng anh ạ,safe,vihsd
Chị ấy đi taxi ấy mà 😌,safe,vihsd
Có ai chờ mãi tập này như tui hông,safe,vihsd
Hôm qua hứa hẹn trăm đường,safe,vihsd
hay quá chị ba oi,safe,vihsd
@Em Gái Có Cu có chính hãng trần đoàn á cười ỉa,safe,vihsd
"hèn chi Hà Nội khói bụi mù, ô nhiễm ngút trời ! bao nhiêu rác củi gom về Ba Đình đốt hết ! ...báo nào nói ngoài đó dọn nhà đón tết gây ô nhiễm có sai đâu !!! chỉ là tế nhị ko nói là cái nhà nào đó thôi ! hehehe",toxic,vihsd
Nghe chuyện chồng chị mà thấy thương 2 mẹ con vợ của anh chồng. Ổng lấy vợ sanh con cho tròn chữ hiếu với gđ rồi lại bỏ theo chị. Mong là c sẽ giúp đỡ 2 mẹ con kia và cũng chúc ac hp.,safe,vihsd
Đây ms gi5,safe,vihsd
Dân tộc Việt Nam vẫn luôn bên bác chỉ cần nhân dân ta đoàn kết đồng lòng là sẽ vượt qua cơn hoạn nạn này thôi,safe,vihsd
"Hết phù sa là vựa lúa sụp đổ, hết cả xuất khẩu gạo; chết đói cả lũ. 3 năm trước kêu mua vàng trên 300Tr phải xuất trình CMND, giờ biết cả việc dân đang ""giấu"" 500T vàng.",safe,vihsd
Nguyễn Hà quá trình hình thành Tùng Sói kìa :)),safe,vihsd
Sao em ☺,safe,vihsd
Cô qua học thêm vs t,safe,vihsd
Ảnh bên trái là khi a độ đi phẫu thuật thẩm mĩ,safe,vihsd
Không hiểu clg đang sảy ra😶,toxic,vihsd
Tú ơi cứu abeeeeee,safe,vihsd
Bua nao ve sai gon gap em nha em.,safe,vihsd
Nhà tiên tri duy nhất còn sót lại trên thế giới này nhà tiên tri trần dần,safe,vihsd
Con này k bỏ tù cũng phải bồi thường thiệt hại cho đất nước thì mới mong đc sự tha thứ,safe,vihsd
Vailon,toxic,vihsd
Thằng này địt nhiều gái vãi,nsfw,manual_augmentation
tôm hùm mì anh zai =)),safe,vihsd
Đảng cộng chó,hate,vihsd
"Trần Dần tỉnh ngộ rồi sao, Trước lúc khuất núi kêu gào thảm thương",safe,vihsd
Nạp tiền lần cuối rồi mà a tôi :)),safe,vihsd
Cập nhật,safe,vihsd
Phúc Ngô mịnh tông :))),safe,vihsd
Lại bảo không giống đeeeee,safe,vihsd
Sao chúng nó đi rồi còn mò về làm gì ta :3,safe,vihsd
"Cuộc đời có lúc thăng lúc trầm, có lúc lên lúc xuống, đi đến đoạn nào, phải bước thế nào, thì chỉ có mình mới biết đc. Cảm ơn Anh, cảm ơn Refund, mọi người đã làm hết sức rồi! Vẫn mãi yêu Refund",safe,vihsd
Chắc vuii,safe,vihsd
Chi đep púa chi ơi chi đeo vang dử da cho e vói,safe,vihsd
Các idols lại đi sau bọn em rồi 😌😌,safe,vihsd
Líp nào của nó moi người bấm vào lá cờ cho YouTube phá tài khoản của nó đi,safe,vihsd
Hửm,safe,vihsd
Alex Wang,safe,vihsd
công nhận ghê,safe,vihsd
Ba chào cô chú đi con,safe,vihsd
Phú Nguyễn trc hết phải thâu tóm Cáo để có liên minh😂😂😂,safe,vihsd
Anh hoàng lân này hết việc để nói xàm,safe,vihsd
Khai giảnggg nhìn thấy crush chụp ảnh với crush =)),safe,vihsd
Mày có loz hả,hate,vihsd
Cô ba vàng ngọc nghe mắt cười vc đồ thứ nước rửa cầu tiêu mà tưởng mình là sân siêu bột kết.Nói chuyện đéo biết nhục tí nào?Cô Ba Vàng Mã hahahaha,hate,vihsd
gáy nào,safe,vihsd
Giết cả gia đình mày,violence,manual_augmentation
Như Quỳnh,safe,vihsd
Nhìn có vẻ vô lý nhưng rất thuyết phục,safe,vihsd
Má nước mắt cá sấu kìa trời,toxic,vihsd
Tao sẽ làm thịt mày,violence,manual_augmentation
Pass chuột phải dài từ hà đông sang minh khai 😂😂😂😂😂,safe,vihsd
Cau mong cho duoc Chet trong binh yen,safe,vihsd
